target_site.chr,target_gene.start,target_gene.stop,ENSG,gene_short_name,strand,target_site.start,target_site.stop,fold_change.transcript_remaining,pvalue.empirical.adjusted,target_site.strand,mean_ATAC_RPM,PROseq_GB_RPKM,distance,target_promoter.center,target_site.start
chr6,36195940,36196940,ENSG00000096070,BRPF3,+,37191530,37192530,0.993428067,0.993192739,+,12.8675786,0.843742794,995590,36196440,37192030
chr6,36442330,36443330,ENSG00000112078,KCTD20,+,37426640,37427640,0.984671386,0.989555844,+,7.066038204,1.555967206,984310,36442830,37427140
chr6,36547060,36548060,ENSG00000112079,STK38,-,36118280,36119280,0.99414894,0.993165169,+,12.31926302,0.796422138,428780,36547560,36118780
chr6,36547060,36548060,ENSG00000112079,STK38,-,37049400,37050400,0.997644094,0.996163097,-,9.41226197,0.796422138,502340,36547560,37049900
chr6,36547060,36548060,ENSG00000112079,STK38,-,37083280,37084280,0.991045658,0.990002015,+,8.937250618,0.796422138,536220,36547560,37083780
chr6,36547060,36548060,ENSG00000112079,STK38,-,37423470,37424470,0.997633214,0.996127303,+,10.18073455,0.796422138,876410,36547560,37423970
chr6,36593790,36594790,ENSG00000112081,SRSF3,+,37058880,37059880,0.99873061,0.996440734,+,11.0186018,12.11626966,465090,36594290,37059380
chr6,36593790,36594790,ENSG00000112081,SRSF3,+,37169620,37170620,0.996207558,0.993192739,+,71.70325676,12.11626966,575830,36594290,37170120
chr6,36593790,36594790,ENSG00000112081,SRSF3,+,37186930,37187930,0.999058901,0.995429087,+,10.03143829,12.11626966,593140,36594290,37187430
chr6,36755640,36756640,ENSG00000124772,CPNE5,-,37111730,37112730,0.961586665,0.994000851,+,0.705186606,0.138955746,356090,36756140,37112230
chr6,36874440,36875440,ENSG00000137168,PPIL1,-,37186930,37187930,0.999700264,0.999133111,+,13.09702081,1.231510812,312490,36874940,37187430
chr6,36874440,36875440,ENSG00000137168,PPIL1,-,37191530,37192530,0.999991593,0.999267027,+,16.97652453,1.231510812,317090,36874940,37192030
chr6,36985610,36986610,ENSG00000137409,MTCH1,-,37058880,37059880,0.999002493,0.996438734,+,10.86564032,1.686303245,73270,36986110,37059380
chr6,36985610,36986610,ENSG00000137409,MTCH1,-,37109490,37110490,0.99966257,0.998151144,-,12.98095579,1.686303245,123880,36986110,37109990
chr6,36985610,36986610,ENSG00000137409,MTCH1,-,37186930,37187930,0.998951161,0.996029074,+,9.878476815,1.686303245,201320,36986110,37187430
chr6,37169620,37170620,ENSG00000137193,PIM1,+,37038370,37039370,0.9997294,0.998446523,+,63.10491599,52.4485576,131250,37170120,37038870
chr6,37169620,37170620,ENSG00000137193,PIM1,+,37710930,37711930,0.99807667,0.993680855,-,63.45506582,52.4485576,541310,37170120,37711430
chr6,37257190,37258190,ENSG00000065491,TBC1D22B,+,37048120,37049120,0.996674311,0.995022088,-,19.8820595,1.245382298,209070,37257690,37048620
chr6,37257190,37258190,ENSG00000065491,TBC1D22B,+,37109490,37110490,0.991621904,0.990002015,-,22.681059,1.245382298,147700,37257690,37109990
chr6,37257190,37258190,ENSG00000065491,TBC1D22B,+,37204460,37205460,0.993434277,0.990074193,-,19.09819303,1.245382298,52730,37257690,37204960
chr6,37257190,37258190,ENSG00000172738,TMEM217,-,37204460,37205460,0.980543185,0.990067098,-,19.09819303,0.3212182,52730,37257690,37204960
chr6,37353540,37354540,ENSG00000112130,RNF8,+,37049400,37050400,0.995766554,0.990061396,-,9.10169642,0.744236496,304140,37354040,37049900
chr6,37353540,37354540,ENSG00000112130,RNF8,+,37127660,37128660,0.99814061,0.995026767,-,5.353162908,0.744236496,225880,37354040,37128160
chr6,37353540,37354540,ENSG00000112130,RNF8,+,37177070,37178070,0.996738568,0.990997245,+,10.33174125,0.744236496,176470,37354040,37177570
chr6,37432680,37433680,ENSG00000137200,CMTR1,+,37102860,37103860,0.998544584,0.996760958,-,6.575632966,1.352962148,329820,37433180,37103360
chr6,37499410,37500410,ENSG00000198937,CCDC167,-,37083280,37084280,0.998826335,0.995372014,+,19.53215402,0.393206158,416130,37499910,37083780
chr6,37499410,37500410,ENSG00000198937,CCDC167,-,37191530,37192530,0.997348714,0.989555844,+,20.47802282,0.393206158,307880,37499910,37192030
chr6,37818900,37819900,ENSG00000156639,ZFAND3,+,36848320,36849320,0.997154443,0.994214073,-,35.87142052,0.826187799,970580,37819400,36848820
chr6,37818900,37819900,ENSG00000156639,ZFAND3,+,37083280,37084280,0.998815158,0.996873372,+,38.18099217,0.826187799,735620,37819400,37083780
chr6,37818900,37819900,ENSG00000156639,ZFAND3,+,37109490,37110490,0.998210928,0.996438734,-,38.34983623,0.826187799,709410,37819400,37109990
chr6,41071630,41072630,ENSG00000124596,OARD1,-,41320190,41321190,0.996092557,0.990061396,-,32.76747546,0.924133317,248560,41072130,41320690
chr6,41072380,41073380,ENSG00000001167,NFYA,+,40997240,40998240,0.995102599,0.994766441,+,86.53514413,8.597482865,75140,41072880,40997740
chr6,41733820,41734820,ENSG00000112561,TFEB,-,41071630,41072630,0.98556859,0.994214073,-,35.09928273,0.16565394,662190,41734320,41072130
chr6,41920610,41921610,ENSG00000112578,BYSL,+,41325050,41326050,0.993127104,0.991013857,-,16.23883972,2.098868424,595560,41921110,41325550
chr6,42879160,42880160,ENSG00000146223,RPL7L1,+,42199190,42200190,0.996221146,0.992571068,-,16.70969716,2.334355224,679970,42879660,42199690
chr6,42983960,42984960,ENSG00000112640,PPP2R5D,+,42199190,42200190,0.998650331,0.996760958,-,25.9506716,1.076338651,784770,42984460,42199690
chr6,42983960,42984960,ENSG00000112640,PPP2R5D,+,43950930,43951930,0.99909694,0.996934332,+,17.60083214,1.076338651,966970,42984460,43951430
chr6,42983960,42984960,ENSG00000112640,PPP2R5D,+,43964860,43965860,0.994557619,0.993192739,-,16.87389862,1.076338651,980900,42984460,43965360
chr6,43013430,43014430,ENSG00000124702,KLHDC3,+,43926280,43927280,0.998405442,0.995251167,+,63.09367601,1.748553476,912850,43013930,43926780
chr6,43013430,43014430,ENSG00000124702,KLHDC3,+,43950930,43951930,0.997310034,0.993165169,+,61.92862759,1.748553476,937500,43013930,43951430
chr6,43013430,43014430,ENSG00000124733,MEA1,-,42197400,42198400,0.996943419,0.990178904,-,65.8755712,1.232529412,816030,43013930,42197900
chr6,43013430,43014430,ENSG00000124733,MEA1,-,42199190,42200190,0.999965721,0.998634497,-,70.27846705,1.232529412,814240,43013930,42199690
chr6,43053430,43054430,ENSG00000044090,CUL7,-,43390920,43391920,0.995726471,0.995429087,+,10.4629558,1.603292877,337490,43053930,43391420
chr6,43058880,43059880,ENSG00000137171,KLC4,+,42197400,42198400,0.991071743,0.993299575,-,20.4748463,0.825897261,861480,43059380,42197900
chr6,43229000,43230000,ENSG00000112667,DNPH1,-,43390920,43391920,0.997690156,0.990002015,+,5.15353108,1.289985309,161920,43229500,43391420
chr6,43427240,43428240,ENSG00000124574,ABCC10,+,43714160,43715160,0.995259422,0.995337035,-,13.36775773,0.810470662,286920,43427740,43714660
chr6,43427240,43428240,ENSG00000124574,ABCC10,+,43916290,43917290,0.998749586,0.998151144,+,13.86549339,0.810470662,489050,43427740,43916790
chr6,43454820,43455820,ENSG00000171462,DLK2,-,43950930,43951930,0.98516841,0.993192739,+,3.900273249,0.030194787,496110,43455320,43951430
chr6,43477110,43478110,ENSG00000137221,TJAP1,+,43628890,43629890,0.996460833,0.994766441,-,30.84885965,0.801963931,151780,43477610,43629390
chr6,43516590,43517590,ENSG00000137207,YIPF3,-,43946630,43947630,0.993009345,0.990178419,-,13.45938801,2.01047146,430040,43517090,43947130
chr6,43516590,43517590,ENSG00000171453,POLR1C,+,43950930,43951930,0.993945971,0.990061396,+,13.61919121,2.872586573,434340,43517090,43951430
chr6,43575530,43576530,ENSG00000124571,XPO5,-,43970570,43971570,0.997193733,0.993632428,+,33.23540073,3.17842545,395040,43576030,43971070
chr6,43575530,43576530,ENSG00000124571,XPO5,-,44471900,44472900,0.995563033,0.992100433,+,31.80474669,3.17842545,896370,43576030,44472400
chr6,43575530,43576530,ENSG00000170734,POLH,+,44462200,44463200,0.993910851,0.993192739,+,30.32009187,1.218046078,886670,43576030,44462700
chr6,43575530,43576530,ENSG00000170734,POLH,+,44471300,44472300,0.997909617,0.996760958,+,34.6455296,1.218046078,895770,43576030,44471800
chr6,43628460,43629460,ENSG00000172432,GTPBP2,-,43950930,43951930,0.996319116,0.995429087,+,19.61963039,8.688103405,322470,43628960,43951430
chr6,43628890,43629890,ENSG00000124688,MAD2L1BP,+,43950930,43951930,0.99952347,0.99852857,+,29.65082433,2.993922668,322040,43629390,43951430
chr6,43687380,43688380,ENSG00000096080,MRPS18A,-,43714160,43715160,0.998242245,0.996440734,-,3.737537879,1.36747287,26780,43687880,43714660
chr6,43687380,43688380,ENSG00000096080,MRPS18A,-,44471900,44472900,0.995884932,0.990002015,+,5.42353496,1.36747287,784520,43687880,44472400
chr6,44126440,44127440,ENSG00000137216,TMEM63B,+,43969210,43970210,0.995955867,0.994214073,-,9.311102145,1.60909004,157230,44126940,43969710
chr6,44218990,44219990,ENSG00000112759,SLC29A1,+,43926280,43927280,0.996022082,0.993343784,+,9.613848577,0.920847729,292710,44219490,43926780
chr6,44218990,44219990,ENSG00000112759,SLC29A1,+,44471300,44472300,0.996654981,0.992525269,+,12.21688146,0.920847729,252310,44219490,44471800
chr6,44245900,44246900,ENSG00000096384,HSP90AB1,+,43701920,43702920,0.999505638,0.999763503,-,14.61783905,75.02769144,543980,44246400,43702420
chr6,44312860,44313860,ENSG00000124608,AARS2,-,43950930,43951930,0.990454116,0.993165169,+,4.595685959,1.493509576,361930,44313360,43951430
chr6,44312860,44313860,ENSG00000124608,AARS2,-,43969210,43970210,0.989613644,0.990178904,-,7.479474011,1.493509576,343650,44313360,43969710
chr6,44387090,44388090,ENSG00000096401,CDC5L,+,44471300,44472300,0.996063072,0.990002015,+,17.58788173,1.015009326,84210,44387590,44471800
chr6,47477340,47478340,ENSG00000198087,CD2AP,+,47413670,47414670,0.993042583,0.991837345,-,55.54676212,1.459076476,63670,47477840,47414170
chr6,49462710,49463710,ENSG00000031691,CENPQ,+,49636350,49637350,0.995409632,0.993632428,-,40.46539605,0.613991025,173640,49463210,49636850
chr6,49462710,49463710,ENSG00000031691,CENPQ,+,49888450,49889450,0.999783594,0.999267027,-,36.54581935,0.613991025,425740,49463210,49888950
chr6,52284540,52285540,ENSG00000112118,MCM3,-,52670550,52671550,0.997117132,0.991172856,+,35.98015511,2.14511524,386010,52285040,52671050
chr6,52361420,52362420,ENSG00000096093,EFHC1,+,53358360,53359360,0.995756332,0.994214073,-,29.15553214,0.767342119,996940,52361920,53358860
chr6,52361420,52362420,ENSG00000170915,PAQR8,+,52286500,52287500,0.995104176,0.996440734,-,10.15825459,1.042751807,74920,52361920,52287000
chr6,52670550,52671550,ENSG00000096092,TMEM14A,+,53348520,53349520,0.997767291,0.996029074,-,15.78068834,0.075376613,677970,52671050,53349020
chr6,53061440,53062440,ENSG00000112144,ICK,-,53348520,53349520,0.996733869,0.996438734,-,20.5356888,0.143307405,287080,53061940,53349020
chr6,73461160,73462160,ENSG00000135297,MTO1,+,72560620,72561620,0.991892584,0.992288423,-,28.29933884,1.074601904,900540,73461660,72561120
chr6,73461160,73462160,ENSG00000135297,MTO1,+,73521340,73522340,0.998507692,0.997448759,+,20.95767677,1.074601904,60180,73461660,73521840
chr6,80105990,80106990,ENSG00000083123,BCKDHB,+,79467330,79468330,0.991332493,0.993263146,+,25.56582444,0.109664618,638660,80106490,79467830
chr6,80105990,80106990,ENSG00000083123,BCKDHB,+,79604120,79605120,0.994406633,0.994925763,+,30.8254023,0.109664618,501870,80106490,79604620
chr6,83430740,83431740,ENSG00000065833,ME1,-,84269760,84270760,0.997528684,0.996934052,+,23.46834634,0.284913846,839020,83431240,84270260
chr6,87589640,87590640,ENSG00000135336,ORC3,+,87722400,87723400,0.999820987,0.999133111,-,21.00019322,0.590566309,132760,87590140,87722900
chr6,89819430,89820430,ENSG00000112159,MDN1,-,89638310,89639310,0.995243484,0.990178904,-,29.49273156,0.645341043,181120,89819930,89638810
chr6,104941100,104942100,ENSG00000187772,LIN28B,+,105805230,105806230,0.99671478,0.993192739,+,1.829917702,0.543656665,864130,104941600,105805730
chr6,106085640,106086640,ENSG00000057657,PRDM1,+,106858410,106859410,0.965597908,0.991604584,-,2.987147004,0.216361297,772770,106086140,106858910
chr6,106315710,106316710,ENSG00000057663,ATG5,-,106829070,106830070,0.999334435,0.997579238,-,0.884781947,0.690436413,513360,106316210,106829570
chr6,106315710,106316710,ENSG00000057663,ATG5,-,106858410,106859410,0.997103648,0.993263146,-,1.448002711,0.690436413,542700,106316210,106858910
chr6,106628300,106629300,ENSG00000130347,RTN4IP1,-,106858410,106859410,0.996515292,0.995438317,-,1.554782526,0.259153487,230110,106628800,106858910
chr6,107113930,107114930,ENSG00000178409,BEND3,-,106858410,106859410,0.97904589,0.990178904,-,16.12937208,0.202993848,255520,107114430,106858910
chr6,108847900,108848900,ENSG00000118690,ARMC2,+,108737690,108738690,0.99844994,0.999267027,+,14.03262702,0.074518399,110210,108848400,108738190
chr6,112086940,112087940,ENSG00000074935,TUBE1,-,112650940,112651940,0.998021739,0.996760958,-,28.50239154,0.817609248,564000,112087440,112651440
chr6,125301520,125302520,ENSG00000111906,HDDC2,-,126053770,126054770,0.999574897,0.997684708,+,17.17884418,2.839175136,752250,125302020,126054270
chr6,125780670,125781670,ENSG00000111912,NCOA7,+,126117740,126118740,0.997249844,0.996127303,+,12.28163352,0.693877925,337070,125781170,126118240
chr6,125956120,125957120,ENSG00000111911,HINT3,+,126111790,126112790,0.998081546,0.997352007,-,36.59371144,0.460475802,155670,125956620,126112290
chr6,126339640,126340640,ENSG00000203760,CENPW,+,126117740,126118740,0.996080423,0.98980714,+,10.36570554,0.387444616,221900,126340140,126118240
chr6,133951500,133952500,ENSG00000028839,TBPL1,+,134077030,134078030,0.996996814,0.990178419,+,3.938147097,2.13039043,125530,133952000,134077530
chr6,135493760,135494760,ENSG00000135541,AHI1,-,135230440,135231440,0.99534106,0.991808197,+,1.402309747,0.547357227,263320,135494260,135230940
chr6,138773110,138774110,ENSG00000024862,CCDC28A,+,137903720,137904720,0.998959043,0.997579238,-,15.62772686,1.800275751,869390,138773610,137904220
chr6,138987330,138988330,ENSG00000135597,REPS1,-,139624690,139625690,0.997547885,0.997942218,+,30.46498988,0.417360192,637360,138987830,139625190
chr6,139028260,139029260,ENSG00000146386,ABRACL,+,139374200,139375200,0.998197562,0.994235057,-,32.42734387,0.006994795,345940,139028760,139374700
chr6,139134580,139135580,ENSG00000112406,HECA,+,139973640,139974640,0.980578606,0.993047982,-,7.583321657,0.134469338,839060,139135080,139974140
chr6,144095310,144096310,ENSG00000169976,SF3B5,-,144215110,144216110,0.998737664,0.995438317,+,45.83639632,1.960000599,119800,144095810,144215610
chr6,149316880,149317880,ENSG00000055208,TAB2,+,150276690,150277690,0.995065183,0.993856734,-,32.04591758,0.957103811,959810,149317380,150277190
chr6,149746150,149747150,ENSG00000120253,NUP43,-,149140150,149141150,0.994068145,0.990002015,+,6.890352422,0.960957981,606000,149746650,149140650
chr6,149749090,149750090,ENSG00000120265,PCMT1,+,149128050,149129050,0.996663584,0.990291835,-,35.28938501,2.58176374,621040,149749590,149128550
chr6,149749090,149750090,ENSG00000120265,PCMT1,+,149140150,149141150,0.998655402,0.994766441,+,33.98505857,2.58176374,608940,149749590,149140650
chr6,149749090,149750090,ENSG00000120265,PCMT1,+,150276030,150277030,0.996839481,0.990959383,+,34.41559869,2.58176374,526940,149749590,150276530
chr6,149749090,149750090,ENSG00000120265,PCMT1,+,150276690,150277690,0.996772663,0.990002015,-,31.39888565,2.58176374,527600,149749590,150277190
chr6,149863600,149864600,ENSG00000120256,LRP11,-,150269440,150270440,0.995095025,0.994766441,+,33.60900791,0.14120759,405840,149864100,150269940
chr6,151239890,151240890,ENSG00000131016,AKAP12,+,150297070,150298070,0.986221509,0.992525269,+,2.656789315,0.013868321,942820,151240390,150297570
chr6,157380630,157381630,ENSG00000175048,ZDHHC14,+,157335450,157336450,0.994893308,0.993192739,-,40.67529047,0.497498007,45180,157381130,157335950
chr6,157822620,157823620,ENSG00000130340,SNX9,+,157962260,157963260,0.998334403,0.996029074,+,32.76478764,1.880507468,139640,157823120,157962760
chr6,157981370,157982370,ENSG00000078269,SYNJ2,+,157335450,157336450,0.991892458,0.992635477,-,34.49769942,0.761217976,645920,157981870,157335950
chr6,163414120,163415120,ENSG00000112531,QKI,+,163777280,163778280,0.996783486,0.993192739,+,91.99606425,1.205498213,363160,163414620,163777780
chr6,163414120,163415120,ENSG00000112531,QKI,+,163860190,163861190,0.999316052,0.99852857,+,74.52986752,1.205498213,446070,163414620,163860690
chr7,1054810,1055810,ENSG00000164849,GPR146,+,1417200,1418200,0.98643646,0.990002015,+,2.677558844,0.326141676,362390,1055310,1417700
chr7,1159880,1160880,ENSG00000178381,ZFAND2A,-,470880,471880,0.995562589,0.990178904,-,8.978789676,0.545492275,689000,1160380,471380
chr7,4775020,4776020,ENSG00000242802,AP5Z1,+,5574050,5575050,0.988797537,0.990002015,+,14.9799619,0.925475148,799030,4775520,5574550
chr7,5189680,5190680,ENSG00000157954,WIPI2,+,4620130,4621130,0.995801319,0.989459836,-,10.08959297,1.000037009,569550,5190180,4620630
chr7,5189680,5190680,ENSG00000157954,WIPI2,+,4971250,4972250,0.998126664,0.994000851,-,8.360835094,1.000037009,218430,5190180,4971750
chr7,6008360,6009360,ENSG00000122512,PMS2,-,5239840,5240840,0.99597529,0.991968456,+,19.57784698,0.620572326,768520,6008860,5240340
chr7,6008750,6009750,ENSG00000106305,AIMP2,+,5239840,5240840,0.997503732,0.993299575,+,27.83287965,1.486271302,768910,6009250,5240340
chr7,6483660,6484660,ENSG00000136240,KDELR2,-,7099340,7100340,0.998731022,0.996672659,-,10.40455677,2.955936439,615680,6484160,7099840
chr7,7566260,7567260,ENSG00000164654,MIOS,+,8389530,8390530,0.99472665,0.993192739,+,21.77086493,0.580106463,823270,7566760,8390030
chr7,7968250,7969250,ENSG00000106415,GLCCI1,+,7148630,7149630,0.993220745,0.994835407,+,42.29482505,0.255863747,819620,7968750,7149130
chr7,19708600,19709600,ENSG00000105849,TWISTNB,-,20238400,20239400,0.998693644,0.996438734,+,10.61493989,0.419440245,529800,19709100,20238900
chr7,23013660,23014660,ENSG00000122591,FAM126A,-,22700380,22701380,0.995119483,0.990178419,-,17.30150658,0.545375842,313280,23014160,22700880
chr7,23105330,23106330,ENSG00000122550,KLHL7,+,22822340,22823340,0.995847823,0.990002015,-,13.28296918,0.276283178,282990,23105830,22822840
chr7,25179930,25180930,ENSG00000153790,C7orf31,-,25495090,25496090,0.99731037,0.996557119,+,13.38583944,0.186548663,315160,25180430,25495590
chr7,25179930,25180930,ENSG00000153790,C7orf31,-,25926720,25927720,0.989858351,0.992525269,-,7.503908751,0.186548663,746790,25180430,25927220
chr7,32879080,32880080,ENSG00000170852,KBTBD2,-,32494910,32495910,0.998953225,0.996857527,+,26.05036535,1.71828249,384170,32879580,32495410
chr7,33040480,33041480,ENSG00000122643,NT5C3A,-,32905070,32906070,0.997385891,0.993299575,-,28.39170216,1.119349845,135410,33040980,32905570
chr7,44044050,44045050,ENSG00000136279,DBNL,+,43572130,43573130,0.999585182,0.999040253,-,6.438554073,2.560644744,471920,44044550,43572630
chr7,44200360,44201360,ENSG00000106636,YKT6,+,44955320,44956320,0.99998343,0.999909891,+,10.49814183,2.472789267,754960,44200860,44955820
chr7,44490080,44491080,ENSG00000015676,NUDCD3,-,43572130,43573130,0.997130054,0.999040253,-,5.893170669,1.072777029,917950,44490580,43572630
chr7,44573480,44574480,ENSG00000136271,DDX56,-,44921270,44922270,0.996561132,0.990669205,+,15.08869649,2.191642261,347790,44573980,44921770
chr7,44748050,44749050,ENSG00000122515,ZMIZ2,+,44954530,44955530,0.991272487,0.990178419,+,19.05030094,1.179478236,206480,44748550,44955030
chr7,44884920,44885920,ENSG00000146676,PURB,-,44991870,44992870,0.993821705,0.990061396,+,28.19573554,1.91643871,106950,44885420,44992370
chr7,45111400,45112400,ENSG00000136270,TBRG4,-,44991870,44992870,0.998405729,0.995251167,+,17.14121468,2.663677009,119530,45111900,44992370
chr7,65006250,65007250,ENSG00000213462,ERV3-1,-,65080310,65081310,0.999151412,0.997031151,+,20.40325251,5.97969432,74060,65006750,65080810
chr7,66628380,66629380,ENSG00000243335,KCTD7,+,66869410,66870410,0.999162607,0.99852857,+,42.80819895,0.720025828,241030,66628880,66869910
chr7,73557220,73558220,ENSG00000106635,BCL7B,-,74164880,74165880,0.998596002,0.994214073,+,25.63961736,1.353790652,607660,73557720,74165380
chr7,73578330,73579330,ENSG00000106638,TBL2,-,74271650,74272650,0.99918112,0.99776498,-,19.08597566,5.503644612,693320,73578830,74272150
chr7,73682840,73683840,ENSG00000176410,DNAJC30,-,73664720,73665720,0.991579956,0.990178419,-,10.25306138,1.545304366,18120,73683340,73665220
chr7,73682840,73683840,ENSG00000176410,DNAJC30,-,74271650,74272650,0.995422784,0.993518356,-,8.928942806,1.545304366,588810,73683340,74272150
chr7,73738470,73739470,ENSG00000106077,ABHD11,-,74173910,74174910,0.997291315,0.994000851,+,22.14447211,1.205852221,435440,73738970,74174410
chr7,73842030,73843030,ENSG00000165171,WBSCR27,-,73849010,73850010,0.99046849,0.994766441,-,2.318368161,0.489983908,6980,73842530,73849510
chr7,74288960,74289960,ENSG00000106665,CLIP2,+,73793370,73794370,0.977335182,0.993192739,+,4.358180283,0.83132274,495590,74289460,73793870
chr7,75398440,75399440,ENSG00000178809,TRIM73,+,74649690,74650690,0.998252537,0.996934052,+,0.583990294,0.036904064,748750,75398940,74650190
chr7,75398440,75399440,ENSG00000178809,TRIM73,+,76363830,76364830,0.993292521,0.993192739,-,2.231624833,0.036904064,965390,75398940,76364330
chr7,75398440,75399440,ENSG00000178809,TRIM73,+,76382820,76383820,0.991773325,0.990199804,+,2.971264422,0.036904064,984380,75398940,76383320
chr7,75878360,75879360,ENSG00000005486,RHBDD2,+,75740620,75741620,0.9935401,0.991335835,+,7.961571437,1.951612132,137740,75878860,75741120
chr7,75878360,75879360,ENSG00000005486,RHBDD2,+,76379530,76380530,0.998942648,0.997427547,-,46.78715206,1.951612132,501170,75878860,76380030
chr7,75914480,75915480,ENSG00000127948,POR,+,76291350,76292350,0.995301431,0.990002015,+,20.50025843,1.148530213,376870,75914980,76291850
chr7,75914480,75915480,ENSG00000127948,POR,+,76363830,76364830,0.998283061,0.994766441,-,16.32216218,1.148530213,449350,75914980,76364330
chr7,76302040,76303040,ENSG00000106211,HSPB1,+,76372830,76373830,0.999646999,0.997031151,-,16.26547359,6.202872492,70790,76302540,76373330
chr7,76302040,76303040,ENSG00000106211,HSPB1,+,76379530,76380530,0.998934441,0.996112847,-,49.4884126,6.202872492,77490,76302540,76380030
chr7,76358680,76359680,ENSG00000170027,YWHAG,-,76166260,76167260,0.998879506,0.995251167,+,60.0456865,3.464904971,192420,76359180,76166760
chr7,76358680,76359680,ENSG00000170027,YWHAG,-,76382820,76383820,0.997256205,0.993192739,+,43.55785678,3.464904971,24140,76359180,76383320
chr7,76626750,76627750,ENSG00000146707,POMZP3,-,76291350,76292350,0.990350676,0.992525269,+,6.404345437,0.480970963,335400,76627250,76291850
chr7,91263850,91264850,ENSG00000157240,FZD1,+,91299780,91300780,0.985270376,0.994766441,+,66.13751161,2.015051404,35930,91264350,91300280
chr7,91880310,91881310,ENSG00000127989,MTERF,-,92589700,92590700,0.994323156,0.993507408,+,32.81365712,0.848662182,709390,91880810,92590200
chr7,92528250,92529250,ENSG00000127980,PEX1,-,93004720,93005720,0.990720499,0.990178419,-,90.00414422,0.423562741,476470,92528750,93005220
chr7,92528250,92529250,ENSG00000127993,RBM48,+,93046330,93047330,0.992132085,0.990002015,+,86.40710609,1.099761108,518080,92528750,93046830
chr7,96321630,96322630,ENSG00000004864,SLC25A13,-,96357850,96358850,0.999895644,0.999790632,+,46.15673576,0.775534579,36220,96322130,96358350
chr7,99408100,99409100,ENSG00000106244,PDAP1,-,98418610,98419610,0.999025379,0.996760958,-,24.94762551,4.097426804,989490,99408600,98419110
chr7,99551680,99552680,ENSG00000221909,FAM200A,-,100532410,100533410,0.993383761,0.994214073,+,3.312373397,2.108559181,980730,99552180,100532910
chr7,99616480,99617480,ENSG00000197037,ZSCAN25,+,100449870,100450870,0.991633999,0.993507408,-,11.6815163,1.168282405,833390,99616980,100450370
chr7,99919210,99920210,ENSG00000146833,TRIM4,-,100449870,100450870,0.996281622,0.993507408,-,9.984034893,1.747424525,530660,99919710,100450370
chr7,100014940,100015940,ENSG00000106261,ZKSCAN1,+,100449870,100450870,0.997691707,0.994195051,-,5.85920638,1.995062786,434930,100015440,100450370
chr7,100014940,100015940,ENSG00000106261,ZKSCAN1,+,100672930,100673930,0.99651691,0.98980714,-,16.09882866,1.995062786,657990,100015440,100673430
chr7,100088390,100089390,ENSG00000168090,COPS6,+,100532410,100533410,0.998028083,0.994607121,+,3.49367917,1.046717228,444020,100088890,100532910
chr7,100119170,100120170,ENSG00000166997,CNPY4,+,99806670,99807670,0.976513564,0.989485732,+,3.524711291,0.28579408,312500,100119670,99807170
chr7,100126340,100127340,ENSG00000214309,MBLAC1,+,100672930,100673930,0.995121651,0.994483083,-,19.7366728,24.9112054,546590,100126840,100673430
chr7,100436050,100437050,ENSG00000160813,PPP1R35,-,101351930,101352930,0.999085114,0.996934052,+,15.23163972,3.829794663,915880,100436550,101352430
chr7,100478790,100479790,ENSG00000166925,TSC22D4,-,100449870,100450870,0.996046068,0.98980714,-,8.425587156,1.976741116,28920,100479290,100450370
chr7,100585790,100586790,ENSG00000106336,FBXO24,+,101099470,101100470,0.994052777,0.997352007,+,57.41479801,2.696395203,513680,100586290,101099970
chr7,100642220,100643220,ENSG00000106327,TFR2,-,100693300,100694300,0.99822446,0.994214073,-,7.981363577,5.355596847,51080,100642720,100693800
chr7,100672930,100673930,ENSG00000172354,GNB2,+,99806670,99807670,0.999260519,0.996438734,+,13.32572998,7.019652944,866260,100673430,99807170
chr7,100693300,100694300,ENSG00000146830,GIGYF1,-,100532410,100533410,0.991718903,0.991140581,+,6.321511667,2.150143718,160890,100693800,100532910
chr7,100826610,100827610,ENSG00000196411,EPHB4,-,100693300,100694300,0.996561969,0.994483083,-,13.34381169,2.103193753,133310,100827110,100693800
chr7,100866780,100867780,ENSG00000087077,TRIP6,+,101099470,101100470,0.995901199,0.992525269,+,7.845995115,7.233530467,232690,100867280,101099970
chr7,100889370,100890370,ENSG00000176125,UFSP1,-,101099470,101100470,0.989775405,0.993507408,+,17.4876993,3.112519788,210100,100889870,101099970
chr7,100895550,100896550,ENSG00000087085,ACHE,-,100693300,100694300,0.996246059,0.994000851,-,9.081415586,0.396590419,202250,100896050,100693800
chr7,101085020,101086020,ENSG00000169871,TRIM56,+,100693300,100694300,0.99338431,0.990002015,-,9.471149694,3.332385886,391720,101085520,100693800
chr7,101217200,101218200,ENSG00000106397,PLOD3,-,101099470,101100470,0.994943294,0.991837345,+,24.89728995,0.791282728,117730,101217700,101099970
chr7,101217200,101218200,ENSG00000106397,PLOD3,-,101351930,101352930,0.998048508,0.996953002,+,22.22315197,0.791282728,134730,101217700,101352430
chr7,101321320,101322320,ENSG00000128581,RABL5,-,100532910,100533910,0.994254933,0.98972805,-,2.568824249,0.143702902,788410,101321820,100533410
chr7,102363320,102364320,ENSG00000128563,PRKRIP1,+,101729070,101730070,0.996993911,0.993192739,-,22.04111315,4.436014887,634250,102363820,101729570
